code,lat,lon
S1,44.95649677777778,5.590833333333333
S2,44.956495333333336,5.590894444444444
S3,44.95649797222222,5.590994444444444
S4,44.95649686111111,5.591227777777777
S5,44.95649630555556,5.541486111111111
