code,lat,lon
S1,44.95646666666667,5.587833333333333
S2,44.956386111111115,5.587833333333333
S3,44.95654444444445,5.587930555555555
S4,44.95647777777778,5.588069444444444
S5,44.95643611111112,5.5882249999999996
